,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition_Yes,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative
455,33,1,922,1,1,5,1,0,95,4,4,3,2,16184,22578,4,0,19,3,3,1,10,2,3,6,1,0,5,False,0,0,1,0,0,0,0,0,0,1,0,0,0
456,31,1,688,0,7,3,3,1,44,2,3,4,2,11557,25291,9,0,21,4,3,1,10,3,2,5,4,0,1,False,1,0,0,0,0,0,0,1,0,0,0,0,0
457,18,2,1306,0,5,3,2,1,69,3,1,2,0,1878,8059,1,1,14,3,4,0,0,3,3,0,0,0,0,True,0,1,0,0,0,0,0,0,0,0,0,0,1
458,40,0,1094,0,28,3,3,1,58,1,3,1,2,10932,11373,3,0,15,3,3,1,20,2,3,1,0,0,1,False,0,0,0,1,0,0,0,0,0,0,0,1,0
459,41,0,509,1,2,4,1,0,62,2,2,3,0,6811,2112,2,1,17,3,1,0,10,3,3,8,7,0,7,False,0,0,0,1,0,0,0,0,0,0,0,0,0
460,26,1,775,0,29,2,1,1,45,3,2,3,2,4306,4267,5,0,12,3,1,2,8,5,3,0,0,0,0,False,0,0,1,0,0,0,0,0,0,0,0,1,0
461,35,1,195,0,1,3,1,0,80,3,2,3,0,4859,6698,1,0,16,3,4,0,5,3,3,5,4,0,3,False,0,0,1,0,0,0,0,0,0,0,0,1,0
462,34,1,258,0,21,4,4,1,74,4,2,4,0,5337,19921,1,0,12,3,4,0,10,3,3,10,7,5,7,False,1,0,0,0,0,0,0,0,0,0,0,1,0
463,26,1,471,1,24,3,3,1,66,1,1,4,0,2340,23213,1,1,18,3,2,0,1,3,1,1,0,0,0,True,0,0,0,0,1,0,1,0,0,0,0,0,0
464,37,1,799,1,1,3,2,0,59,3,3,4,0,7491,23848,4,0,17,3,4,0,12,3,4,6,5,1,2,False,0,0,0,0,1,0,0,0,1,0,0,0,0
465,46,2,1034,1,18,1,1,0,86,3,3,3,1,10527,8984,5,0,11,3,4,0,28,3,2,2,2,1,2,False,0,0,1,0,0,0,0,0,0,0,0,0,0
466,41,1,1276,0,2,5,2,0,91,3,4,1,1,16595,5626,7,0,16,3,2,1,22,2,3,18,16,11,8,False,1,0,0,0,0,0,0,1,0,0,0,0,0
467,37,0,142,0,9,4,1,1,69,3,3,2,2,8834,24666,1,0,13,3,4,1,9,6,3,9,5,7,7,False,0,0,1,0,0,0,0,0,0,0,0,1,0
468,52,1,956,1,6,2,4,1,78,3,2,1,2,5577,22087,3,1,12,3,2,2,18,3,3,10,9,6,9,False,0,0,0,0,1,0,0,0,0,0,1,0,0
469,32,0,1474,0,11,4,4,1,60,4,2,3,1,4707,23914,8,0,12,3,4,0,6,2,3,4,2,1,2,True,0,0,0,1,0,0,0,0,0,0,0,1,0
470,24,2,535,0,24,3,4,1,38,3,1,4,1,2400,5530,0,0,13,3,3,2,3,3,3,2,2,2,1,False,0,0,1,0,0,0,0,0,0,0,0,0,1
471,38,1,1495,1,10,3,3,0,76,3,2,3,1,9824,22174,3,0,19,3,3,1,18,4,3,1,0,0,0,False,0,0,1,0,0,0,0,0,0,0,0,0,0
472,37,1,446,1,1,4,2,0,65,3,2,2,1,6447,15701,6,0,12,3,2,1,8,2,2,6,5,4,3,False,1,0,0,0,0,0,0,0,1,0,0,0,0
473,49,1,1245,1,18,4,4,1,58,2,5,3,2,19502,2125,1,1,17,3,3,1,31,5,3,31,9,0,9,False,1,0,0,0,0,0,0,0,0,1,0,0,0
474,24,1,691,1,23,3,2,1,89,4,1,4,1,2725,21630,1,1,11,3,2,2,6,3,3,6,5,1,4,False,0,0,1,0,0,0,0,0,0,0,1,0,0
475,26,1,703,0,28,2,1,1,66,3,2,2,1,6272,7428,1,0,20,4,4,2,6,5,4,5,3,1,4,False,0,1,0,0,0,0,0,0,0,0,0,1,0
476,24,1,823,1,17,2,4,1,94,2,1,2,1,2127,9100,1,0,21,4,4,1,1,2,3,1,0,0,0,False,0,0,0,1,0,0,1,0,0,0,0,0,0
477,50,2,1246,2,3,3,1,1,99,3,5,2,1,18200,7999,1,0,11,3,3,1,32,2,3,32,5,10,7,False,0,0,1,0,0,0,0,1,0,0,0,0,0
478,25,1,622,0,13,1,2,1,40,3,1,3,1,2096,26376,1,0,11,3,3,0,7,1,3,7,4,0,6,False,0,0,1,0,0,0,0,0,0,0,0,0,1
479,24,2,1287,1,7,3,1,0,55,3,1,3,1,2886,14168,1,1,16,3,4,1,6,4,3,6,3,1,2,True,1,0,0,0,0,0,1,0,0,0,0,0,0
480,30,2,448,0,12,4,2,1,74,2,1,1,1,2033,14470,1,0,18,3,3,1,1,2,4,1,0,0,0,True,1,0,0,0,0,0,0,0,0,0,0,0,1
481,34,1,254,1,1,2,2,1,83,2,1,4,1,3622,22794,1,1,13,3,4,1,6,3,3,6,5,1,3,False,1,0,0,0,0,0,0,0,0,0,1,0,0
482,31,1,1365,0,13,4,2,1,46,3,2,1,2,4233,11512,2,0,17,3,3,0,9,2,1,3,1,1,2,True,0,0,1,0,0,0,0,0,0,0,0,1,0
483,35,1,538,1,25,2,1,1,54,2,2,4,0,3681,14004,4,0,14,3,4,0,9,3,3,3,2,0,2,False,0,0,0,1,0,0,1,0,0,0,0,0,0
484,31,1,525,0,6,4,1,1,66,4,2,4,2,5460,6219,4,0,22,4,4,2,13,4,4,7,7,5,7,False,0,0,1,0,0,0,0,0,0,0,0,1,0
485,27,1,798,1,6,4,1,0,66,2,1,3,2,2187,5013,0,0,12,3,3,2,6,5,2,5,3,0,3,False,0,0,1,0,0,0,0,0,0,0,1,0,0
486,37,1,558,0,2,3,4,1,75,3,2,3,1,9602,3010,4,1,11,3,3,1,17,3,2,3,0,1,0,False,0,1,0,0,0,0,0,0,0,0,0,1,0
487,20,1,959,1,1,3,4,0,83,2,1,2,0,2836,11757,1,0,13,3,4,0,1,0,4,1,0,0,0,False,1,0,0,0,0,0,0,0,0,0,1,0,0
488,42,1,622,1,2,4,3,0,81,3,2,4,1,4089,5718,1,0,13,3,2,2,10,4,3,10,2,2,2,False,1,0,0,0,0,0,0,0,0,0,0,0,0
489,43,1,782,1,6,4,2,1,50,2,4,4,2,16627,2671,4,1,14,3,3,1,21,3,2,1,0,0,0,False,0,0,0,1,0,0,0,0,0,1,0,0,0
490,38,1,362,1,1,1,3,0,43,3,1,1,0,2619,14561,3,0,17,3,4,0,8,3,2,0,0,0,0,False,1,0,0,0,0,0,0,0,0,0,1,0,0
491,43,2,1001,1,9,5,4,1,72,3,2,3,2,5679,19627,3,1,13,3,2,1,10,3,3,8,7,4,7,False,0,0,1,0,0,0,1,0,0,0,0,0,0
492,48,1,1236,1,1,4,4,0,40,2,4,1,1,15402,17997,7,0,11,3,1,1,21,3,1,3,2,0,2,False,1,0,0,0,0,0,0,1,0,0,0,0,0
493,44,1,1112,2,1,4,1,0,50,2,2,3,0,5985,26894,4,0,11,3,2,0,10,1,4,2,2,0,2,False,1,0,0,0,0,1,0,0,0,0,0,0,0
494,34,1,204,0,14,3,3,0,31,3,1,3,2,2579,2912,1,1,18,3,4,2,8,3,3,8,2,0,6,False,0,0,0,0,1,0,0,0,0,0,0,0,1
495,27,1,1420,0,2,1,3,1,85,3,1,1,2,3041,16346,0,0,11,3,2,1,5,3,3,4,3,0,2,True,0,1,0,0,0,0,0,0,0,0,0,0,1
496,21,1,1343,0,22,1,3,1,49,3,1,3,0,3447,24444,1,0,11,3,3,0,3,2,3,3,2,1,2,False,0,0,0,0,1,0,0,0,0,0,0,0,1
497,44,1,1315,1,3,4,4,1,35,3,5,4,1,19513,9358,4,1,12,3,1,1,26,2,4,2,2,0,1,False,0,0,0,1,0,0,0,1,0,0,0,0,0
498,22,1,604,1,6,1,1,1,69,3,1,3,1,2773,12145,0,0,20,4,4,0,3,3,3,2,2,2,2,False,0,0,1,0,0,0,0,0,0,0,1,0,0
499,33,1,1216,0,8,4,3,1,39,3,2,3,2,7104,20431,0,0,12,3,4,0,6,3,3,5,0,1,2,False,0,1,0,0,0,0,0,0,0,0,0,1,0
500,32,1,646,1,9,4,1,0,92,3,2,4,1,6322,18089,1,1,12,3,4,1,6,2,2,6,4,0,5,False,1,0,0,0,0,0,0,0,0,0,1,0,0
501,30,2,160,1,3,3,3,0,71,3,1,3,2,2083,22653,1,0,20,4,3,1,1,2,3,1,0,0,0,False,0,0,1,0,0,0,0,0,0,0,1,0,0
502,53,1,238,0,1,1,4,0,34,3,2,1,0,8381,7507,7,0,20,4,4,0,18,2,4,14,7,8,10,False,0,0,1,0,0,0,0,0,0,0,0,1,0
503,34,1,1397,1,1,5,2,1,42,3,1,4,1,2691,7660,1,0,12,3,4,1,10,4,2,10,9,8,8,False,1,0,0,0,0,0,0,0,0,0,1,0,0
504,45,2,306,0,26,4,1,0,100,3,2,1,1,4286,5630,2,0,14,3,4,2,5,4,3,1,1,0,0,True,1,0,0,0,0,0,0,0,0,0,0,1,0
505,26,1,991,1,6,3,3,0,71,3,1,4,1,2659,17759,1,1,13,3,3,1,3,2,3,3,2,0,2,False,1,0,0,0,0,0,1,0,0,0,0,0,0
506,37,1,482,1,3,3,3,1,36,3,3,3,1,9434,9606,1,0,15,3,3,1,10,2,3,10,7,7,8,False,0,0,0,1,0,0,0,0,1,0,0,0,0
507,29,1,1176,0,3,2,2,0,62,3,2,3,1,5561,3487,1,0,14,3,1,1,6,5,2,6,0,1,2,False,0,0,1,0,0,0,0,0,0,0,0,1,0
508,35,1,1017,1,6,4,2,1,82,1,2,4,0,6646,19368,1,0,13,3,2,0,17,3,3,17,11,11,8,False,1,0,0,0,0,0,0,0,0,0,1,0,0
509,33,2,1296,1,6,3,3,1,30,3,2,4,2,7725,5335,3,0,23,4,3,1,15,2,1,13,11,4,7,False,1,0,0,0,0,0,0,0,0,0,0,0,0
510,54,1,397,2,19,4,3,1,88,3,3,2,1,10725,6729,2,0,15,3,3,1,16,1,4,9,7,7,1,False,0,0,1,0,0,1,0,0,0,0,0,0,0
511,36,1,913,1,9,2,2,1,48,2,2,2,2,8847,13934,2,1,11,3,3,1,13,2,3,3,2,0,2,False,0,0,1,0,0,0,0,0,1,0,0,0,0
512,27,1,1115,1,3,4,1,1,54,2,1,4,0,2045,15174,0,0,13,3,4,0,5,0,3,4,2,1,1,False,0,0,1,0,0,0,0,0,0,0,1,0,0
513,20,1,1362,1,10,1,4,1,32,3,1,3,0,1009,26999,1,1,11,3,4,0,1,5,3,1,0,1,1,True,0,0,1,0,0,0,0,0,0,0,1,0,0
514,33,2,1076,1,3,3,1,1,70,3,1,1,0,3348,3164,1,1,11,3,1,0,10,3,3,10,8,9,7,True,1,0,0,0,0,0,0,0,0,0,1,0,0
515,35,0,727,1,3,3,3,1,41,2,1,3,1,1281,16900,1,0,18,3,3,2,1,3,3,1,0,0,0,False,1,0,0,0,0,0,1,0,0,0,0,0,0
516,23,1,885,1,4,3,1,1,58,4,1,1,1,2819,8544,2,0,16,3,1,1,5,3,4,3,2,0,2,False,0,0,1,0,0,0,0,0,0,0,1,0,0
517,25,1,810,0,8,3,4,1,57,4,2,2,1,4851,15678,0,0,22,4,3,1,4,4,3,3,2,1,2,False,1,0,0,0,0,0,0,0,0,0,0,1,0
518,38,1,243,0,7,4,4,0,46,2,2,4,0,4028,7791,0,0,20,4,1,0,8,2,3,7,7,0,5,False,0,1,0,0,0,0,0,0,0,0,0,1,0
519,29,2,806,1,1,4,2,1,76,1,1,4,2,2720,18959,1,0,18,3,4,1,10,5,3,10,7,2,8,False,1,0,0,0,0,0,0,0,0,0,1,0,0
520,48,1,817,0,2,1,2,1,56,4,2,2,1,8120,18597,3,0,12,3,4,0,12,3,3,2,2,2,2,False,0,1,0,0,0,0,0,0,0,0,0,1,0
521,27,2,1410,0,3,1,4,0,71,4,2,4,2,4647,16673,1,1,20,4,2,2,6,3,3,6,5,0,4,False,0,0,1,0,0,0,0,0,0,0,0,1,0
522,37,1,1225,1,10,2,4,1,80,4,1,4,0,4680,15232,3,0,17,3,1,0,4,2,3,1,0,0,0,False,1,0,0,0,0,0,0,0,0,0,1,0,0
523,50,1,1207,1,28,1,4,1,74,4,1,3,1,3221,3297,1,1,11,3,3,3,20,3,3,20,8,3,8,False,0,0,1,0,0,0,1,0,0,0,0,0,0
524,34,1,1442,1,9,3,4,0,46,2,3,2,0,8621,17654,1,0,14,3,2,0,9,3,4,8,7,7,7,False,0,0,1,0,0,0,0,0,0,0,0,0,0
525,24,1,693,0,3,2,1,0,65,3,2,3,0,4577,24785,9,0,14,3,1,0,4,3,3,2,2,2,0,True,1,0,0,0,0,0,0,0,0,0,0,1,0
526,39,1,408,1,2,4,4,0,80,2,2,3,0,4553,20978,1,0,11,3,1,0,20,4,3,20,7,11,10,False,0,0,0,0,1,0,0,0,0,0,0,0,0
527,32,1,929,0,10,3,4,1,55,3,2,4,0,5396,21703,1,0,12,3,4,0,10,2,2,10,7,0,8,False,0,1,0,0,0,0,0,0,0,0,0,1,0
528,50,2,562,0,8,2,2,1,50,3,2,3,1,6796,23452,3,1,14,3,1,1,18,4,3,4,3,1,3,True,0,0,0,0,1,0,0,0,0,0,0,1,0
529,38,1,827,1,1,4,2,0,33,4,2,4,0,7625,19383,0,0,13,3,3,0,10,4,2,9,7,1,8,False,1,0,0,0,0,0,0,0,0,0,0,0,0
530,27,1,608,1,1,2,3,0,68,3,3,1,1,7412,6009,1,0,11,3,4,0,9,3,3,9,7,0,7,False,1,0,0,0,0,0,0,0,1,0,0,0,0
531,32,1,1018,1,3,2,3,0,39,3,3,4,0,11159,19373,3,0,15,3,4,0,10,6,3,7,7,7,7,False,1,0,0,0,0,0,0,0,0,1,0,0,0
532,47,1,703,0,14,4,4,1,42,3,2,1,0,4960,11825,2,0,12,3,4,0,20,2,3,7,7,1,7,False,0,1,0,0,0,0,0,0,0,0,0,1,0
533,40,2,580,0,5,4,4,1,48,2,3,1,1,10475,23772,5,1,21,4,3,1,20,2,3,18,13,1,12,False,1,0,0,0,0,0,0,0,0,0,0,1,0
534,53,1,970,1,7,3,3,1,59,4,4,3,1,14814,13514,3,0,19,3,3,0,32,3,3,5,1,1,3,False,1,0,0,0,0,0,0,0,0,1,0,0,0
535,41,1,427,2,10,4,2,1,73,2,5,4,2,19141,8861,3,0,15,3,2,3,23,2,2,21,6,12,6,False,0,0,0,0,0,0,0,1,0,0,0,0,0
536,60,1,1179,0,16,4,1,1,84,3,2,1,0,5405,11924,8,0,14,3,4,0,10,1,3,2,2,2,2,False,0,1,0,0,0,0,0,0,0,0,0,1,0
537,27,2,294,1,10,2,4,1,32,3,3,1,2,8793,4809,1,0,21,4,3,2,9,4,2,9,7,1,7,False,1,0,0,0,0,0,0,0,1,0,0,0,0
538,41,1,314,2,1,3,4,1,59,2,5,3,1,19189,19562,1,0,12,3,2,1,22,3,3,22,7,2,10,False,0,0,0,0,0,0,0,1,0,0,0,0,0
539,50,1,316,0,8,4,4,1,54,3,1,2,1,3875,9983,7,0,15,3,4,1,4,2,3,2,2,2,2,False,0,1,0,0,0,0,0,0,0,0,0,0,1
540,28,1,654,1,1,2,1,0,67,1,1,2,0,2216,3872,7,1,13,3,4,0,10,4,3,7,7,3,7,True,1,0,0,0,0,0,0,0,0,0,1,0,0
541,36,0,427,1,8,3,1,0,63,4,3,1,1,11713,20335,9,0,14,3,1,1,10,2,3,8,7,0,5,False,1,0,0,0,0,0,0,0,0,1,0,0,0
542,38,1,168,1,1,3,3,0,81,3,3,3,0,7861,15397,4,1,14,3,4,0,10,4,4,1,0,0,0,False,1,0,0,0,0,0,0,0,1,0,0,0,0
543,44,0,381,1,24,3,1,1,49,1,1,3,0,3708,2104,2,0,14,3,3,0,9,5,3,5,2,1,4,False,0,0,1,0,0,0,1,0,0,0,0,0,0
544,47,2,217,0,3,3,4,0,49,3,4,3,2,13770,10225,9,1,12,3,4,2,28,2,2,22,2,11,13,False,0,0,1,0,0,0,0,0,0,0,0,1,0
545,30,1,501,0,27,5,3,1,99,3,2,4,2,5304,25275,7,0,23,4,4,1,10,2,2,8,7,7,7,False,0,1,0,0,0,0,0,0,0,0,0,1,0
546,29,1,1396,0,10,3,3,1,99,3,1,3,0,2642,2755,1,0,11,3,3,0,1,6,3,1,0,0,0,False,1,0,0,0,0,0,0,0,0,0,0,0,1
547,42,2,933,1,19,3,3,1,57,4,1,3,2,2759,20366,6,1,12,3,4,0,7,2,3,2,2,2,2,True,0,0,1,0,0,0,0,0,0,0,1,0,0
548,43,2,775,0,15,3,4,1,47,2,2,4,1,6804,23683,3,0,18,3,3,1,7,5,3,2,2,2,2,False,1,0,0,0,0,0,0,0,0,0,0,1,0
549,34,1,970,1,8,2,2,0,96,3,2,3,0,6142,7360,3,0,11,3,4,0,10,2,3,5,1,4,3,False,0,0,1,0,0,0,0,0,0,0,0,0,0
550,23,1,650,1,9,1,2,1,37,3,1,1,1,2500,4344,1,0,14,3,4,1,5,2,4,4,3,0,2,False,0,0,1,0,0,0,1,0,0,0,0,0,0
551,39,1,141,2,3,3,3,0,44,4,2,2,1,6389,18767,9,0,15,3,3,1,12,3,1,8,3,3,6,False,0,0,0,0,0,1,0,0,0,0,0,0,0
552,56,1,832,1,9,3,3,1,81,3,4,4,1,11103,20420,7,0,11,3,3,0,30,1,2,10,7,1,1,False,0,0,1,0,0,0,0,0,0,0,0,0,0
553,40,1,804,1,2,1,4,0,86,2,1,4,0,2342,22929,0,1,20,4,4,0,5,2,2,4,2,2,3,False,0,0,1,0,0,0,0,0,0,0,1,0,0
554,27,1,975,1,7,3,4,0,55,2,2,1,0,6811,23398,8,0,19,3,1,0,9,2,1,7,6,0,7,False,0,0,1,0,0,0,0,0,0,0,0,0,0
555,29,1,1090,0,10,3,4,1,83,3,1,2,2,2297,17967,1,0,14,3,4,2,2,2,3,2,2,2,2,False,0,1,0,0,0,0,0,0,0,0,0,0,1
556,53,1,346,1,6,3,4,1,86,3,2,4,0,2450,10919,2,0,17,3,4,0,19,4,3,2,2,2,2,False,1,0,0,0,0,0,1,0,0,0,0,0,0
557,35,0,1225,1,2,4,4,0,61,3,2,1,2,5093,4761,2,0,11,3,1,1,16,2,4,1,0,0,0,False,1,0,0,0,0,0,0,0,0,0,0,0,0
558,32,2,430,1,24,4,1,1,80,3,2,4,1,5309,21146,1,0,15,3,4,2,10,2,3,10,8,4,7,False,1,0,0,0,0,0,1,0,0,0,0,0,0
559,38,1,268,1,2,5,4,1,92,3,1,3,1,3057,20471,6,1,13,3,2,1,6,0,1,1,0,0,1,False,0,0,1,0,0,0,0,0,0,0,1,0,0
560,34,1,167,1,8,5,2,0,32,3,2,1,2,5121,4187,3,0,14,3,3,1,7,3,3,0,0,0,0,False,1,0,0,0,0,0,0,0,1,0,0,0,0
561,52,1,621,0,3,4,3,1,31,2,4,1,1,16856,10084,1,0,11,3,1,0,34,3,4,34,6,1,16,False,0,1,0,0,0,0,0,1,0,0,0,0,0
562,33,1,527,1,1,4,4,1,63,3,1,4,0,2686,5207,1,1,13,3,3,0,10,2,2,10,9,7,8,True,0,0,0,1,0,0,0,0,0,0,1,0,0
563,25,1,883,0,26,1,3,0,32,3,2,4,0,6180,22807,1,0,23,4,2,0,6,5,2,6,5,1,4,False,0,0,1,0,0,0,0,0,0,0,0,1,0
564,45,1,954,0,2,2,2,1,46,1,2,3,0,6632,12388,0,0,13,3,1,0,9,3,3,8,7,3,1,False,0,0,0,0,1,0,0,0,0,0,0,0,1
565,23,1,310,1,10,1,1,1,79,4,1,3,0,3505,19630,1,0,18,3,4,0,2,3,3,2,2,0,2,False,0,0,1,0,0,0,0,0,0,0,1,0,0
566,47,2,719,0,27,2,2,0,77,4,2,3,0,6397,10339,4,1,12,3,4,0,8,2,3,5,4,1,3,True,1,0,0,0,0,0,0,0,0,0,0,1,0
567,34,1,304,0,2,3,4,1,60,3,2,4,0,6274,18686,1,0,22,4,3,0,6,5,3,6,5,1,4,False,0,0,0,1,0,0,0,0,0,0,0,1,0
568,55,1,725,1,2,3,4,1,78,3,5,1,1,19859,21199,5,1,13,3,4,1,24,2,3,5,2,1,4,True,0,0,1,0,0,0,0,1,0,0,0,0,0
569,36,0,1434,0,8,4,1,1,76,2,3,1,0,7587,14229,1,0,15,3,2,0,10,1,3,10,7,0,9,False,1,0,0,0,0,0,0,0,0,0,0,1,0
570,52,0,715,1,19,4,4,1,41,3,1,4,1,4258,26589,0,0,18,3,1,1,5,3,3,4,3,1,2,False,0,0,1,0,0,0,0,0,0,0,1,0,0
571,26,2,575,1,1,2,1,0,71,1,1,4,2,4364,5288,3,0,14,3,1,1,5,2,3,2,2,2,0,False,1,0,0,0,0,0,1,0,0,0,0,0,0
572,29,1,657,1,27,3,2,0,66,3,2,3,1,4335,25549,4,0,12,3,1,1,11,3,2,8,7,1,1,False,0,0,1,0,0,0,0,0,0,0,0,0,0
573,26,1,1146,0,8,3,4,1,38,2,2,1,0,5326,3064,6,0,17,3,3,0,6,2,2,4,3,1,2,True,0,0,0,0,1,0,0,0,0,0,0,1,0
574,34,1,182,1,1,4,2,0,72,4,1,4,0,3280,13551,2,0,16,3,3,0,10,2,3,4,2,1,3,False,1,0,0,0,0,0,0,0,0,0,1,0,0
575,54,1,376,1,19,4,4,0,95,3,2,1,2,5485,22670,9,1,11,3,2,2,9,4,3,5,3,1,4,False,0,0,1,0,0,0,0,0,1,0,0,0,0
576,27,2,829,0,8,1,3,1,84,3,2,4,1,4342,24008,0,0,19,3,2,1,5,3,3,4,2,1,1,False,0,1,0,0,0,0,0,0,0,0,0,1,0
577,37,1,571,1,10,1,4,0,82,3,1,1,2,2782,19905,0,1,13,3,2,2,6,3,2,5,3,4,3,False,1,0,0,0,0,0,0,0,0,0,1,0,0
578,38,2,240,1,2,4,1,0,75,4,2,1,0,5980,26085,6,1,12,3,4,0,17,2,3,15,7,4,12,False,1,0,0,0,0,0,0,0,1,0,0,0,0
579,34,1,121,1,2,4,3,0,86,2,1,1,0,4381,7530,1,0,11,3,3,0,6,3,3,6,5,1,3,False,0,0,1,0,0,0,0,0,0,0,1,0,0
580,35,1,384,0,8,4,1,0,72,3,1,4,1,2572,20317,1,0,16,3,2,1,3,1,2,3,2,0,2,False,1,0,0,0,0,0,0,0,0,0,0,0,1
581,30,1,921,1,1,3,4,1,38,1,1,3,1,3833,24375,3,0,21,4,3,2,7,2,3,2,2,0,2,False,1,0,0,0,0,0,1,0,0,0,0,0,0
582,40,2,791,1,2,2,3,0,38,4,2,2,1,4244,9931,1,0,24,4,4,1,8,2,3,8,7,3,7,False,0,0,1,0,0,0,0,0,0,0,0,0,0
583,34,1,1111,0,8,2,3,0,93,3,2,1,1,6500,13305,5,0,17,3,2,1,6,1,3,3,2,1,2,False,1,0,0,0,0,0,0,0,0,0,0,1,0
584,42,2,570,1,8,3,2,1,66,3,5,4,2,18430,16225,1,0,13,3,2,1,24,4,2,24,7,14,9,False,1,0,0,0,0,0,0,1,0,0,0,0,0
585,23,1,1243,1,6,3,3,1,63,4,1,1,1,1601,3445,1,1,21,4,3,2,1,2,3,0,0,0,0,True,1,0,0,0,0,0,1,0,0,0,0,0,0
586,24,0,1092,1,9,3,3,1,60,2,1,2,2,2694,26551,1,0,11,3,3,3,1,4,3,1,0,0,0,False,1,0,0,0,0,0,1,0,0,0,0,0,0
587,52,1,1325,1,11,4,4,0,82,3,2,3,1,3149,21821,8,0,20,4,2,1,9,3,3,5,2,1,4,False,1,0,0,0,0,0,1,0,0,0,0,0,0
588,50,1,691,1,2,3,3,1,64,3,4,3,1,17639,6881,5,0,16,3,4,0,30,3,3,4,3,0,3,False,0,0,1,0,0,0,0,0,0,1,0,0,0
589,29,1,805,1,1,2,2,0,36,2,1,1,1,2319,6689,1,1,11,3,4,1,1,1,3,1,0,0,0,True,1,0,0,0,0,0,1,0,0,0,0,0,0
590,33,1,213,1,7,3,3,1,49,3,3,3,1,11691,25995,0,0,11,3,4,0,14,3,4,13,9,3,7,False,0,0,1,0,0,0,0,0,0,1,0,0,0
591,33,1,118,0,16,3,1,0,69,3,2,1,0,5324,26507,5,0,15,3,3,0,6,3,3,3,2,0,2,True,0,1,0,0,0,0,0,0,0,0,0,1,0
592,47,1,202,1,2,2,3,0,33,3,4,4,1,16752,12982,1,1,11,3,3,1,26,3,2,26,14,3,0,False,0,0,0,1,0,0,0,1,0,0,0,0,0
593,36,1,676,1,1,3,3,0,35,3,2,2,1,5228,23361,0,0,15,3,1,1,10,2,3,9,7,0,5,False,0,0,0,1,0,0,0,0,1,0,0,0,0
594,29,1,1252,1,23,2,3,1,81,4,1,3,1,2700,23779,1,0,24,4,3,1,10,3,3,10,7,0,7,False,1,0,0,0,0,0,0,0,0,0,1,0,0
595,58,1,286,1,2,4,4,1,31,3,5,2,0,19246,25761,7,1,12,3,4,0,40,2,3,31,15,13,8,True,1,0,0,0,0,0,0,0,0,1,0,0,0
596,35,1,1258,1,1,4,4,0,40,4,1,3,0,2506,13301,3,0,13,3,3,0,7,0,3,2,2,2,2,False,1,0,0,0,0,0,0,0,0,0,1,0,0
597,42,1,932,1,1,2,4,0,43,2,2,4,1,6062,4051,9,1,13,3,4,1,8,4,3,4,3,0,2,False,1,0,0,0,0,0,0,0,1,0,0,0,0
598,28,1,890,1,2,4,3,1,46,3,1,3,0,4382,16374,6,0,17,3,4,0,5,3,2,2,2,2,1,True,0,0,1,0,0,0,0,0,0,0,1,0,0
599,36,1,1041,2,13,3,3,1,36,3,1,2,1,2143,25527,4,0,13,3,2,1,8,2,3,5,2,0,4,False,0,0,0,0,0,1,0,0,0,0,0,0,0
600,32,1,859,1,4,3,3,0,98,2,2,3,1,6162,19124,1,0,12,3,3,1,14,3,3,14,13,6,8,False,1,0,0,0,0,0,0,0,1,0,0,0,0
601,40,2,720,1,16,4,1,1,51,2,2,3,0,5094,11983,6,0,14,3,4,0,10,6,3,1,0,0,0,False,0,0,1,0,0,0,1,0,0,0,0,0,0
602,30,1,946,1,2,3,3,0,52,2,2,4,0,6877,20234,5,1,24,4,2,0,12,4,2,0,0,0,0,False,0,0,1,0,0,0,0,0,1,0,0,0,0
603,45,1,252,1,2,3,2,0,95,2,1,3,0,2274,6153,1,0,14,3,4,0,1,3,3,1,0,0,0,False,1,0,0,0,0,0,0,0,0,0,1,0,0
604,42,1,933,1,29,3,2,1,98,3,2,2,1,4434,11806,1,0,13,3,4,1,10,3,2,9,8,7,8,False,1,0,0,0,0,0,0,0,1,0,0,0,0
605,38,2,471,1,12,3,1,1,45,2,2,1,2,6288,4284,2,0,15,3,3,1,13,3,2,4,3,1,2,False,1,0,0,0,0,0,0,0,0,0,0,0,0
606,34,2,702,1,16,4,3,0,100,2,1,4,0,2553,8306,1,0,16,3,3,0,6,3,3,5,2,1,3,False,1,0,0,0,0,0,0,0,0,0,1,0,0
607,49,1,1184,0,11,3,3,0,43,3,3,4,1,7654,5860,1,0,18,3,1,2,9,3,4,9,8,7,7,True,0,1,0,0,0,0,0,0,0,0,0,1,0
608,55,1,436,0,2,1,3,1,37,3,2,4,0,5160,21519,4,0,16,3,3,0,12,3,2,9,7,7,3,True,0,0,1,0,0,0,0,0,0,0,0,1,0
